,0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Trimestre (Código),Trimestre,Variável (Código),Variável,Grupo de idade (Código),Grupo de idade
112,112,1,Brasil,38,Reais,2748.0,1,Brasil,201603,3º trimestre 2016,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
113,113,1,Brasil,38,Reais,3287.0,1,Brasil,201603,3º trimestre 2016,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
114,114,1,Brasil,38,Reais,3576.0,1,Brasil,201603,3º trimestre 2016,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
115,115,1,Brasil,38,Reais,2836.0,1,Brasil,201604,4º trimestre 2016,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
116,116,1,Brasil,38,Reais,790.0,1,Brasil,201604,4º trimestre 2016,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
117,117,1,Brasil,38,Reais,1571.0,1,Brasil,201604,4º trimestre 2016,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
118,118,1,Brasil,38,Reais,2757.0,1,Brasil,201604,4º trimestre 2016,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
119,119,1,Brasil,38,Reais,3332.0,1,Brasil,201604,4º trimestre 2016,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
120,120,1,Brasil,38,Reais,3517.0,1,Brasil,201604,4º trimestre 2016,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
121,121,1,Brasil,38,Reais,2873.0,1,Brasil,201701,1º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
122,122,1,Brasil,38,Reais,831.0,1,Brasil,201701,1º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
123,123,1,Brasil,38,Reais,1606.0,1,Brasil,201701,1º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
124,124,1,Brasil,38,Reais,2798.0,1,Brasil,201701,1º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
125,125,1,Brasil,38,Reais,3346.0,1,Brasil,201701,1º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
126,126,1,Brasil,38,Reais,3566.0,1,Brasil,201701,1º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
127,127,1,Brasil,38,Reais,2839.0,1,Brasil,201702,2º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
128,128,1,Brasil,38,Reais,804.0,1,Brasil,201702,2º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
129,129,1,Brasil,38,Reais,1583.0,1,Brasil,201702,2º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
130,130,1,Brasil,38,Reais,2768.0,1,Brasil,201702,2º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
131,131,1,Brasil,38,Reais,3300.0,1,Brasil,201702,2º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
132,132,1,Brasil,38,Reais,3604.0,1,Brasil,201702,2º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
133,133,1,Brasil,38,Reais,2849.0,1,Brasil,201703,3º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
134,134,1,Brasil,38,Reais,790.0,1,Brasil,201703,3º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
135,135,1,Brasil,38,Reais,1581.0,1,Brasil,201703,3º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
136,136,1,Brasil,38,Reais,2765.0,1,Brasil,201703,3º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
137,137,1,Brasil,38,Reais,3326.0,1,Brasil,201703,3º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
138,138,1,Brasil,38,Reais,3602.0,1,Brasil,201703,3º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
139,139,1,Brasil,38,Reais,2865.0,1,Brasil,201704,4º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
140,140,1,Brasil,38,Reais,784.0,1,Brasil,201704,4º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
141,141,1,Brasil,38,Reais,1571.0,1,Brasil,201704,4º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
142,142,1,Brasil,38,Reais,2791.0,1,Brasil,201704,4º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
143,143,1,Brasil,38,Reais,3344.0,1,Brasil,201704,4º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
144,144,1,Brasil,38,Reais,3620.0,1,Brasil,201704,4º trimestre 2017,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
145,145,1,Brasil,38,Reais,2894.0,1,Brasil,201801,1º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
146,146,1,Brasil,38,Reais,817.0,1,Brasil,201801,1º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
147,147,1,Brasil,38,Reais,1587.0,1,Brasil,201801,1º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
148,148,1,Brasil,38,Reais,2824.0,1,Brasil,201801,1º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
149,149,1,Brasil,38,Reais,3369.0,1,Brasil,201801,1º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
150,150,1,Brasil,38,Reais,3591.0,1,Brasil,201801,1º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
151,151,1,Brasil,38,Reais,2893.0,1,Brasil,201802,2º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
152,152,1,Brasil,38,Reais,807.0,1,Brasil,201802,2º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
153,153,1,Brasil,38,Reais,1560.0,1,Brasil,201802,2º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
154,154,1,Brasil,38,Reais,2794.0,1,Brasil,201802,2º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
155,155,1,Brasil,38,Reais,3387.0,1,Brasil,201802,2º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
156,156,1,Brasil,38,Reais,3684.0,1,Brasil,201802,2º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
157,157,1,Brasil,38,Reais,2889.0,1,Brasil,201803,3º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
158,158,1,Brasil,38,Reais,760.0,1,Brasil,201803,3º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
159,159,1,Brasil,38,Reais,1535.0,1,Brasil,201803,3º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
160,160,1,Brasil,38,Reais,2820.0,1,Brasil,201803,3º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
161,161,1,Brasil,38,Reais,3348.0,1,Brasil,201803,3º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
162,162,1,Brasil,38,Reais,3732.0,1,Brasil,201803,3º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
163,163,1,Brasil,38,Reais,2905.0,1,Brasil,201804,4º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
164,164,1,Brasil,38,Reais,772.0,1,Brasil,201804,4º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
165,165,1,Brasil,38,Reais,1538.0,1,Brasil,201804,4º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
166,166,1,Brasil,38,Reais,2828.0,1,Brasil,201804,4º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
167,167,1,Brasil,38,Reais,3396.0,1,Brasil,201804,4º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
168,168,1,Brasil,38,Reais,3636.0,1,Brasil,201804,4º trimestre 2018,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
169,169,1,Brasil,38,Reais,2923.0,1,Brasil,201901,1º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
170,170,1,Brasil,38,Reais,784.0,1,Brasil,201901,1º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
171,171,1,Brasil,38,Reais,1568.0,1,Brasil,201901,1º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
172,172,1,Brasil,38,Reais,2870.0,1,Brasil,201901,1º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
173,173,1,Brasil,38,Reais,3379.0,1,Brasil,201901,1º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
174,174,1,Brasil,38,Reais,3605.0,1,Brasil,201901,1º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
175,175,1,Brasil,38,Reais,2884.0,1,Brasil,201902,2º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
176,176,1,Brasil,38,Reais,759.0,1,Brasil,201902,2º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
177,177,1,Brasil,38,Reais,1536.0,1,Brasil,201902,2º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
178,178,1,Brasil,38,Reais,2823.0,1,Brasil,201902,2º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
179,179,1,Brasil,38,Reais,3341.0,1,Brasil,201902,2º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
180,180,1,Brasil,38,Reais,3640.0,1,Brasil,201902,2º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
181,181,1,Brasil,38,Reais,2891.0,1,Brasil,201903,3º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
182,182,1,Brasil,38,Reais,750.0,1,Brasil,201903,3º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
183,183,1,Brasil,38,Reais,1544.0,1,Brasil,201903,3º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
184,184,1,Brasil,38,Reais,2863.0,1,Brasil,201903,3º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
185,185,1,Brasil,38,Reais,3337.0,1,Brasil,201903,3º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
186,186,1,Brasil,38,Reais,3481.0,1,Brasil,201903,3º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
187,187,1,Brasil,38,Reais,2912.0,1,Brasil,201904,4º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
188,188,1,Brasil,38,Reais,750.0,1,Brasil,201904,4º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
189,189,1,Brasil,38,Reais,1556.0,1,Brasil,201904,4º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
190,190,1,Brasil,38,Reais,2887.0,1,Brasil,201904,4º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
191,191,1,Brasil,38,Reais,3342.0,1,Brasil,201904,4º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
192,192,1,Brasil,38,Reais,3610.0,1,Brasil,201904,4º trimestre 2019,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
193,193,1,Brasil,38,Reais,2954.0,1,Brasil,202001,1º trimestre 2020,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
194,194,1,Brasil,38,Reais,791.0,1,Brasil,202001,1º trimestre 2020,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
195,195,1,Brasil,38,Reais,1593.0,1,Brasil,202001,1º trimestre 2020,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
196,196,1,Brasil,38,Reais,2905.0,1,Brasil,202001,1º trimestre 2020,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
197,197,1,Brasil,38,Reais,3410.0,1,Brasil,202001,1º trimestre 2020,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
198,198,1,Brasil,38,Reais,3546.0,1,Brasil,202001,1º trimestre 2020,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
199,199,1,Brasil,38,Reais,2744.0,1,Brasil,202202,2º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
200,200,1,Brasil,38,Reais,817.0,1,Brasil,202202,2º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
201,201,1,Brasil,38,Reais,1558.0,1,Brasil,202202,2º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
202,202,1,Brasil,38,Reais,2740.0,1,Brasil,202202,2º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
203,203,1,Brasil,38,Reais,3127.0,1,Brasil,202202,2º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
204,204,1,Brasil,38,Reais,3214.0,1,Brasil,202202,2º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
205,205,1,Brasil,38,Reais,2840.0,1,Brasil,202203,3º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
206,206,1,Brasil,38,Reais,835.0,1,Brasil,202203,3º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
207,207,1,Brasil,38,Reais,1603.0,1,Brasil,202203,3º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
208,208,1,Brasil,38,Reais,2836.0,1,Brasil,202203,3º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
209,209,1,Brasil,38,Reais,3216.0,1,Brasil,202203,3º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
210,210,1,Brasil,38,Reais,3408.0,1,Brasil,202203,3º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
211,211,1,Brasil,38,Reais,2897.0,1,Brasil,202204,4º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
212,212,1,Brasil,38,Reais,902.0,1,Brasil,202204,4º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
213,213,1,Brasil,38,Reais,1653.0,1,Brasil,202204,4º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
214,214,1,Brasil,38,Reais,2930.0,1,Brasil,202204,4º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
215,215,1,Brasil,38,Reais,3247.0,1,Brasil,202204,4º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
216,216,1,Brasil,38,Reais,3405.0,1,Brasil,202204,4º trimestre 2022,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
217,217,1,Brasil,38,Reais,2920.0,1,Brasil,202301,1º trimestre 2023,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
218,218,1,Brasil,38,Reais,928.0,1,Brasil,202301,1º trimestre 2023,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",114535,14 a 17 anos
219,219,1,Brasil,38,Reais,1669.0,1,Brasil,202301,1º trimestre 2023,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",100052,18 a 24 anos
220,220,1,Brasil,38,Reais,2932.0,1,Brasil,202301,1º trimestre 2023,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",108875,25 a 39 anos
221,221,1,Brasil,38,Reais,3286.0,1,Brasil,202301,1º trimestre 2023,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",99127,40 a 59 anos
222,222,1,Brasil,38,Reais,3379.0,1,Brasil,202301,1º trimestre 2023,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",3302,60 anos ou mais
223,223,1,Brasil,38,Reais,2915.0,1,Brasil,202302,2º trimestre 2023,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",95253,Total
