data,variavel,grupo,vm_grupos
2020-03-01,IPCA peso mensal,4101005.Agasalho masculino,0.68
2020-03-01,IPCA peso mensal,4101006.Bermuda/short masculino,-0.48
2020-03-01,IPCA peso mensal,4101008.Cueca,-0.91
2020-03-01,IPCA peso mensal,4101009.Camisa/camiseta masculina,0.29
2020-03-01,IPCA peso mensal,4102.Roupa feminina,0.46
2020-03-01,IPCA peso mensal,4102002.Calça comprida feminina,0.81
2020-03-01,IPCA peso mensal,4102003.Agasalho feminino,0.4
2020-03-01,IPCA peso mensal,4102004.Saia,-0.38
2020-03-01,IPCA peso mensal,4102005.Vestido,0.06
2020-03-01,IPCA peso mensal,4102008.Blusa,0.81
2020-03-01,IPCA peso mensal,4102010.Lingerie,-0.32
2020-03-01,IPCA peso mensal,4102013.Bermuda/short feminino,-0.62
2020-03-01,IPCA peso mensal,4103.Roupa infantil,-0.2
2020-03-01,IPCA peso mensal,4103001.Uniforme escolar,0.65
2020-03-01,IPCA peso mensal,4103002.Calça comprida infantil,0.0
2020-03-01,IPCA peso mensal,4103005.Agasalho infantil,-1.06
2020-03-01,IPCA peso mensal,4103007.Vestido infantil,0.36
2020-03-01,IPCA peso mensal,4103008.Bermuda/short infantil,-1.47
2020-03-01,IPCA peso mensal,4103011.Camisa/camiseta infantil,0.2
2020-03-01,IPCA peso mensal,4103031.Conjunto infantil,-1.02
2020-03-01,IPCA peso mensal,42.Calçados e acessórios,-0.22
2020-03-01,IPCA peso mensal,4201.Calçados e acessórios,-0.22
2020-03-01,IPCA peso mensal,4201002.Sapato masculino,-0.06
2020-03-01,IPCA peso mensal,4201003.Sapato feminino,0.5
2020-03-01,IPCA peso mensal,4201004.Sapato infantil,0.13
2020-03-01,IPCA peso mensal,4201015.Bolsa,0.28
2020-03-01,IPCA peso mensal,4201040.Mochila,-1.26
2020-03-01,IPCA peso mensal,4201063.Tênis,-0.64
2020-03-01,IPCA peso mensal,4201098.Sandália/chinelo,-0.53
2020-03-01,IPCA peso mensal,43.Joias e bijuterias,1.68
2020-03-01,IPCA peso mensal,4301.Joias e bijuterias,1.68
2020-03-01,IPCA peso mensal,4301001.Bijuteria,0.98
2020-03-01,IPCA peso mensal,4301002.Joia,2.95
2020-03-01,IPCA peso mensal,4301004.Relógio de pulso,-1.5
2020-03-01,IPCA peso mensal,44.Tecidos e armarinho,0.67
2020-03-01,IPCA peso mensal,4401.Tecidos e armarinho,0.67
2020-03-01,IPCA peso mensal,4401001.Tecido,0.55
2020-03-01,IPCA peso mensal,4401002.Artigos de armarinho,1.21
2020-03-01,IPCA peso mensal,5.Transportes,-0.9
2020-03-01,IPCA peso mensal,51.Transportes,-0.9
2020-03-01,IPCA peso mensal,5101.Transporte público,-2.98
2020-03-01,IPCA peso mensal,5101001.Ônibus urbano,0.32
2020-03-01,IPCA peso mensal,5101002.Táxi,0.0
2020-03-01,IPCA peso mensal,5101004.Trem,0.08
2020-03-01,IPCA peso mensal,5101006.Ônibus intermunicipal,0.33
2020-03-01,IPCA peso mensal,5101007.Ônibus interestadual,-0.45
2020-03-01,IPCA peso mensal,5101010.Passagem aérea,-16.75
2020-03-01,IPCA peso mensal,5101011.Metrô,0.0
2020-03-01,IPCA peso mensal,5101026.Transporte escolar,1.52
2020-03-01,IPCA peso mensal,5101051.Transporte por aplicativo,-1.76
2020-03-01,IPCA peso mensal,5101053.Integração transporte público,0.0
2020-03-01,IPCA peso mensal,5102.Veículo próprio,0.25
2020-03-01,IPCA peso mensal,5102001.Automóvel novo,0.27
2020-03-01,IPCA peso mensal,5102004.Emplacamento e licença,0.3
2020-03-01,IPCA peso mensal,5102005.Seguro voluntário de veículo,-1.34
2020-03-01,IPCA peso mensal,5102006.Multa,0.0
2020-03-01,IPCA peso mensal,5102007.Óleo lubrificante,0.05
2020-03-01,IPCA peso mensal,5102009.Acessórios e peças,0.22
2020-03-01,IPCA peso mensal,5102010.Pneu,0.75
2020-03-01,IPCA peso mensal,5102011.Conserto de automóvel,0.48
2020-03-01,IPCA peso mensal,5102013.Estacionamento,-0.47
2020-03-01,IPCA peso mensal,5102015.Pedágio,0.0
2020-03-01,IPCA peso mensal,5102020.Automóvel usado,0.72
2020-03-01,IPCA peso mensal,5102037.Pintura de veículo,0.6
2020-03-01,IPCA peso mensal,5102051.Aluguel de veículo,-1.14
2020-03-01,IPCA peso mensal,5102053.Motocicleta,0.1
2020-03-01,IPCA peso mensal,5104.Combustíveis (veículos),-1.88
2020-03-01,IPCA peso mensal,5104001.Gasolina,-1.75
2020-03-01,IPCA peso mensal,5104002.Etanol,-2.82
2020-03-01,IPCA peso mensal,5104003.Óleo diesel,-2.55
2020-03-01,IPCA peso mensal,5104005.Gás veicular,-0.78
2020-03-01,IPCA peso mensal,6.Saúde e cuidados pessoais,0.21
2020-03-01,IPCA peso mensal,61.Produtos farmacêuticos e óticos,-0.37
2020-03-01,IPCA peso mensal,6101.Produtos farmacêuticos,-0.33
2020-03-01,IPCA peso mensal,6101001.Anti-infeccioso e antibiótico,0.11
2020-03-01,IPCA peso mensal,6101002.Analgésico e antitérmico,-0.22
2020-03-01,IPCA peso mensal,6101003.Anti-inflamatório e antirreumático,-0.13
2020-03-01,IPCA peso mensal,6101004.Antigripal e antitussígeno,-0.11
2020-03-01,IPCA peso mensal,6101006.Dermatológico,-1.08
2020-03-01,IPCA peso mensal,6101007.Antialérgico e broncodilatador,-0.47
2020-03-01,IPCA peso mensal,6101009.Gastroprotetor,-0.86
2020-03-01,IPCA peso mensal,6101010.Vitamina e fortificante,-0.27
2020-03-01,IPCA peso mensal,6101011.Hormonal,-0.42
2020-03-01,IPCA peso mensal,6101013.Psicotrópico e anorexígeno,-0.46
2020-03-01,IPCA peso mensal,6101014.Hipotensor e hipocolesterolêmico,-0.42
2020-03-01,IPCA peso mensal,6101051.Oftalmológico,-0.61
2020-03-01,IPCA peso mensal,6101064.Antidiabético,-0.35
2020-03-01,IPCA peso mensal,6101148.Neurológico,0.27
2020-03-01,IPCA peso mensal,6102.Produtos óticos,-0.93
2020-03-01,IPCA peso mensal,6102012.Óculos de grau,-0.93
2020-03-01,IPCA peso mensal,62.Serviços de saúde,0.42
2020-03-01,IPCA peso mensal,6201.Serviços médicos e dentários,0.08
2020-03-01,IPCA peso mensal,6201002.Médico,0.29
2020-03-01,IPCA peso mensal,6201003.Dentista,-0.13
2020-03-01,IPCA peso mensal,6201005.Aparelho ortodôntico,0.05
2020-03-01,IPCA peso mensal,6201007.Fisioterapeuta,1.69
2020-03-01,IPCA peso mensal,6201010.Psicólogo,0.0
2020-03-01,IPCA peso mensal,6202.Serviços laboratoriais e hospitalares,-0.08
2020-03-01,IPCA peso mensal,6202003.Exame de laboratório,-0.08
2020-03-01,IPCA peso mensal,6202004.Hospitalização e cirurgia,-0.11
2020-03-01,IPCA peso mensal,6202006.Exame de imagem,0.02
2020-03-01,IPCA peso mensal,6203.Plano de saúde,0.6
2020-03-01,IPCA peso mensal,6203001.Plano de saúde,0.6
2020-03-01,IPCA peso mensal,63.Cuidados pessoais,0.46
2020-03-01,IPCA peso mensal,6301.Higiene pessoal,0.46
2020-03-01,IPCA peso mensal,6301001.Produto para cabelo,-0.14
2020-03-01,IPCA peso mensal,6301002.Fralda descartável,0.29
2020-03-01,IPCA peso mensal,6301004.Produto para barba,-0.24
2020-03-01,IPCA peso mensal,6301006.Produto para pele,0.13
2020-03-01,IPCA peso mensal,6301007.Produto para higiene bucal,0.18
2020-03-01,IPCA peso mensal,6301010.Produto para unha,-1.81
2020-03-01,IPCA peso mensal,6301011.Perfume,1.15
2020-03-01,IPCA peso mensal,6301014.Desodorante,-0.48
2020-03-01,IPCA peso mensal,6301015.Absorvente higiênico,0.67
2020-03-01,IPCA peso mensal,6301016.Sabonete,0.55
2020-03-01,IPCA peso mensal,6301017.Papel higiênico,0.58
2020-03-01,IPCA peso mensal,6301020.Artigos de maquiagem,2.57
2020-03-01,IPCA peso mensal,7.Despesas pessoais,-0.23
2020-03-01,IPCA peso mensal,71.Serviços pessoais,0.13
2020-03-01,IPCA peso mensal,7101.Serviços pessoais,0.13
2020-03-01,IPCA peso mensal,7101001.Costureira,-0.16
2020-03-01,IPCA peso mensal,7101005.Manicure,-0.06
2020-03-01,IPCA peso mensal,7101010.Empregado doméstico,0.46
2020-03-01,IPCA peso mensal,7101011.Cabeleireiro e barbeiro,-0.49
2020-03-01,IPCA peso mensal,7101014.Depilação,0.89
2020-03-01,IPCA peso mensal,7101034.Cartório,0.0
2020-03-01,IPCA peso mensal,7101036.Despachante,-0.01
2020-03-01,IPCA peso mensal,7101076.Serviço bancário,0.0
2020-03-01,IPCA peso mensal,7101090.Conselho de classe,0.13
2020-03-01,IPCA peso mensal,7101144.Sobrancelha,-0.7
2020-03-01,IPCA peso mensal,72.Recreação e fumo,-0.85
2020-03-01,IPCA peso mensal,7201.Recreação,-0.98
2020-03-01,IPCA peso mensal,7201006.Clube,0.21
2020-03-01,IPCA peso mensal,7201010.Instrumento musical,2.98
2020-03-01,IPCA peso mensal,7201015.Tratamento de animais (clínica),0.91
2020-03-01,IPCA peso mensal,7201019.Bicicleta,-2.1
2020-03-01,IPCA peso mensal,7201020.Alimento para animais,-0.91
2020-03-01,IPCA peso mensal,7201023.Brinquedo,-2.38
2020-03-01,IPCA peso mensal,7201054.Casa noturna,0.49
2020-03-01,IPCA peso mensal,7201063.Jogos de azar,0.0
2020-03-01,IPCA peso mensal,7201067.Material de caça e pesca,-1.52
2020-03-01,IPCA peso mensal,7201090.Hospedagem,-1.98
2020-03-01,IPCA peso mensal,7201095.Pacote turístico,-2.56
2020-03-01,IPCA peso mensal,7201256.Serviço de higiene para animais,0.64
2020-03-01,IPCA peso mensal,"7201266.Cinema, teatro e concertos",-0.53
2020-03-01,IPCA peso mensal,7202.Fumo,0.0
2020-03-01,IPCA peso mensal,7202041.Cigarro,0.0
2020-03-01,IPCA peso mensal,8.Educação,0.59
2020-03-01,IPCA peso mensal,"81.Cursos, leitura e papelaria",0.59
2020-03-01,IPCA peso mensal,8101.Cursos regulares,0.74
2020-03-01,IPCA peso mensal,8101001.Creche,0.34
2020-03-01,IPCA peso mensal,8101002.Pré-escola,0.52
2020-03-01,IPCA peso mensal,8101003.Ensino fundamental,1.0
2020-03-01,IPCA peso mensal,8101004.Ensino médio,1.22
2020-03-01,IPCA peso mensal,8101005.Ensino superior,0.55
2020-03-01,IPCA peso mensal,8101006.Pós-graduação,0.58
2020-03-01,IPCA peso mensal,8101008.Educação de jovens e adultos,0.35
2020-03-01,IPCA peso mensal,8101045.Curso técnico,0.06
2020-03-01,IPCA peso mensal,8102.Leitura,0.76
2020-03-01,IPCA peso mensal,8102001.Jornal diário,3.4
2020-03-01,IPCA peso mensal,8102004.Revista,0.0
2020-03-01,IPCA peso mensal,8102007.Livro didático,0.78
2020-03-01,IPCA peso mensal,8102008.Livro não didático,0.08
2020-03-01,IPCA peso mensal,8103.Papelaria,0.14
2020-03-01,IPCA peso mensal,8103001.Caderno,1.28
2020-03-01,IPCA peso mensal,8103014.Artigos de papelaria,-0.54
2020-03-01,IPCA peso mensal,8104.Cursos diversos,-0.27
2020-03-01,IPCA peso mensal,8104001.Curso preparatório,-0.01
2020-03-01,IPCA peso mensal,8104003.Curso de idioma,-0.45
2020-03-01,IPCA peso mensal,8104004.Curso de informática,0.33
2020-03-01,IPCA peso mensal,8104005.Autoescola,0.73
2020-03-01,IPCA peso mensal,8104006.Atividades físicas,-0.31
2020-03-01,IPCA peso mensal,9.Comunicação,0.04
2020-03-01,IPCA peso mensal,91.Comunicação,0.04
2020-03-01,IPCA peso mensal,9101.Comunicação,0.04
2020-03-01,IPCA peso mensal,9101001.Correio,0.86
2020-03-01,IPCA peso mensal,9101002.Plano de telefonia fixa,0.07
2020-03-01,IPCA peso mensal,9101008.Plano de telefonia móvel,0.0
2020-03-01,IPCA peso mensal,9101010.Tv por assinatura,0.0
2020-03-01,IPCA peso mensal,9101018.Acesso à internet,0.0
2020-03-01,IPCA peso mensal,9101019.Aparelho telefônico,0.12
2020-03-01,IPCA peso mensal,9101115.Serviços de streaming,0.0
2020-03-01,IPCA peso mensal,"9101116.Combo de telefonia, internet e tv por assinatura",0.0
2020-04-01,IPCA peso mensal,Índice geral,-0.31
2020-04-01,IPCA peso mensal,1.Alimentação e bebidas,1.79
2020-04-01,IPCA peso mensal,11.Alimentação no domicílio,2.24
2020-04-01,IPCA peso mensal,"1101.Cereais, leguminosas e oleaginosas",6.95
2020-04-01,IPCA peso mensal,1101002.Arroz,3.88
2020-04-01,IPCA peso mensal,1101051.Feijão - mulatinho,15.34
2020-04-01,IPCA peso mensal,1101052.Feijão - preto,10.41
2020-04-01,IPCA peso mensal,1101053.Feijão - macáçar (fradinho),5.55
2020-04-01,IPCA peso mensal,1101073.Feijão - carioca (rajado),17.29
2020-04-01,IPCA peso mensal,1101079.Milho (em grão),1.01
2020-04-01,IPCA peso mensal,"1102.Farinhas, féculas e massas",1.39
2020-04-01,IPCA peso mensal,1102001.Farinha de arroz,0.39
2020-04-01,IPCA peso mensal,1102006.Macarrão,1.14
2020-04-01,IPCA peso mensal,1102008.Fubá de milho,0.45
2020-04-01,IPCA peso mensal,1102010.Flocos de milho,0.15
2020-04-01,IPCA peso mensal,1102012.Farinha de trigo,4.76
2020-04-01,IPCA peso mensal,1102023.Farinha de mandioca,1.53
2020-04-01,IPCA peso mensal,1102029.Massa semipreparada,0.59
2020-04-01,IPCA peso mensal,1102061.Macarrão instantâneo,0.74
2020-04-01,IPCA peso mensal,"1103.Tubérculos, raízes e legumes",12.82
2020-04-01,IPCA peso mensal,1103002.Batata-doce,10.98
2020-04-01,IPCA peso mensal,1103003.Batata-inglesa,22.81
2020-04-01,IPCA peso mensal,1103004.Inhame,-0.49
2020-04-01,IPCA peso mensal,1103005.Mandioca (aipim),8.43
2020-04-01,IPCA peso mensal,1103020.Abobrinha,1.09
2020-04-01,IPCA peso mensal,1103025.Pepino,-0.34
2020-04-01,IPCA peso mensal,1103026.Pimentão,16.99
2020-04-01,IPCA peso mensal,1103028.Tomate,-2.95
2020-04-01,IPCA peso mensal,1103043.Cebola,34.83
2020-04-01,IPCA peso mensal,1103044.Cenoura,19.91
2020-04-01,IPCA peso mensal,1104.Açúcares e derivados,0.05
2020-04-01,IPCA peso mensal,1104003.Açúcar refinado,1.72
2020-04-01,IPCA peso mensal,1104004.Açúcar cristal,3.36
2020-04-01,IPCA peso mensal,1104018.Balas,-0.54
2020-04-01,IPCA peso mensal,1104023.Chocolate em barra e bombom,-1.78
2020-04-01,IPCA peso mensal,1104032.Sorvete,-0.66
2020-04-01,IPCA peso mensal,1104052.Chocolate e achocolatado em pó,-0.36
2020-04-01,IPCA peso mensal,1104060.Doce de frutas em pasta,3.02
2020-04-01,IPCA peso mensal,1104067.Açúcar demerara,1.14
2020-04-01,IPCA peso mensal,1105.Hortaliças e verduras,7.66
2020-04-01,IPCA peso mensal,1105001.Alface,6.58
2020-04-01,IPCA peso mensal,1105004.Coentro,6.02
2020-04-01,IPCA peso mensal,1105005.Couve,6.89
2020-04-01,IPCA peso mensal,1105006.Couve-flor,12.85
2020-04-01,IPCA peso mensal,1105010.Repolho,9.77
2020-04-01,IPCA peso mensal,1105012.Cheiro-verde,14.38
2020-04-01,IPCA peso mensal,1105019.Brócolis,0.69
2020-04-01,IPCA peso mensal,1106.Frutas,5.91
2020-04-01,IPCA peso mensal,1106001.Banana-da-terra,-9.25
2020-04-01,IPCA peso mensal,1106003.Abacaxi,11.37
2020-04-01,IPCA peso mensal,1106004.Abacate,4.58
2020-04-01,IPCA peso mensal,1106005.Banana - d'água,8.68
2020-04-01,IPCA peso mensal,1106006.Banana - maçã,0.06
2020-04-01,IPCA peso mensal,1106008.Banana - prata,2.83
2020-04-01,IPCA peso mensal,1106011.Laranja - baía,-1.6
2020-04-01,IPCA peso mensal,1106012.Laranja - lima,0.34
2020-04-01,IPCA peso mensal,1106015.Limão,11.14
2020-04-01,IPCA peso mensal,1106017.Maçã,2.3
2020-04-01,IPCA peso mensal,1106018.Mamão,21.33
2020-04-01,IPCA peso mensal,1106019.Manga,-3.1
2020-04-01,IPCA peso mensal,1106020.Maracujá,0.73
2020-04-01,IPCA peso mensal,1106021.Melancia,0.62
2020-04-01,IPCA peso mensal,1106022.Melão,8.99
2020-04-01,IPCA peso mensal,1106023.Pera,2.39
2020-04-01,IPCA peso mensal,1106027.Tangerina,7.48
2020-04-01,IPCA peso mensal,1106028.Uva,5.28
2020-04-01,IPCA peso mensal,1106039.Laranja - pera,10.93
2020-04-01,IPCA peso mensal,1106051.Morango,15.61
2020-04-01,IPCA peso mensal,1106084.Goiaba,4.12
2020-04-01,IPCA peso mensal,1107.Carnes,-2.01
2020-04-01,IPCA peso mensal,1107009.Fígado,1.62
2020-04-01,IPCA peso mensal,1107018.Carne de porco,-2.72
2020-04-01,IPCA peso mensal,1107031.Carne de carneiro,0.16
2020-04-01,IPCA peso mensal,1107081.Cupim,0.66
2020-04-01,IPCA peso mensal,1107084.Contrafilé,-3.48
2020-04-01,IPCA peso mensal,1107085.Filé-mignon,-2.73
2020-04-01,IPCA peso mensal,1107087.Chã de dentro,-1.0
2020-04-01,IPCA peso mensal,1107088.Alcatra,-4.29
2020-04-01,IPCA peso mensal,1107089.Patinho,-2.35
2020-04-01,IPCA peso mensal,1107090.Lagarto redondo,-5.33
2020-04-01,IPCA peso mensal,1107091.Lagarto comum,-2.4
2020-04-01,IPCA peso mensal,1107093.Músculo,-0.13
2020-04-01,IPCA peso mensal,1107094.Pá,-1.13
2020-04-01,IPCA peso mensal,1107095.Acém,-0.42
2020-04-01,IPCA peso mensal,1107096.Peito,-2.99
2020-04-01,IPCA peso mensal,1107097.Capa de filé,-2.24
2020-04-01,IPCA peso mensal,1107099.Costela,-0.16
2020-04-01,IPCA peso mensal,1107208.Picanha,-2.0
2020-04-01,IPCA peso mensal,1108.Pescados,1.09
2020-04-01,IPCA peso mensal,1108002.Peixe - anchova,0.12
2020-04-01,IPCA peso mensal,1108004.Peixe - corvina,1.08
2020-04-01,IPCA peso mensal,1108011.Peixe - tainha,29.91
2020-04-01,IPCA peso mensal,1108012.Peixe - sardinha,-4.73
2020-04-01,IPCA peso mensal,1108013.Camarão,0.47
2020-04-01,IPCA peso mensal,1108019.Peixe - cavala,-0.6
2020-04-01,IPCA peso mensal,1108029.Peixe - cação,-1.53
2020-04-01,IPCA peso mensal,1108031.Peixe - merluza,0.3
2020-04-01,IPCA peso mensal,1108032.Peixe - serra,0.83
2020-04-01,IPCA peso mensal,1108038.Peixe - pescada,1.87
2020-04-01,IPCA peso mensal,1108045.Caranguejo,2.65
2020-04-01,IPCA peso mensal,1108049.Peixe - castanha,0.12
2020-04-01,IPCA peso mensal,1108052.Peixe - palombeta,7.95
2020-04-01,IPCA peso mensal,1108072.Peixe - curimatã,-1.72
2020-04-01,IPCA peso mensal,1108075.Peixe - salmão,3.57
2020-04-01,IPCA peso mensal,1108080.Peixe - tilápia,-0.95
2020-04-01,IPCA peso mensal,1108087.Peixe - tambaqui,2.35
2020-04-01,IPCA peso mensal,1108088.Peixe - dourada,4.2
2020-04-01,IPCA peso mensal,1108092.Peixe - filhote,1.6
2020-04-01,IPCA peso mensal,1108096.Peixe - peroá,3.83
2020-04-01,IPCA peso mensal,1108112.Peixe - pintado,3.77
2020-04-01,IPCA peso mensal,1108125.Peixe - aruanã,0.82
2020-04-01,IPCA peso mensal,1109.Carnes e peixes industrializados,-1.04
2020-04-01,IPCA peso mensal,1109002.Presunto,0.58
2020-04-01,IPCA peso mensal,1109007.Salsicha,-1.83
2020-04-01,IPCA peso mensal,1109008.Linguiça,-2.01
2020-04-01,IPCA peso mensal,1109010.Mortadela,-0.95
2020-04-01,IPCA peso mensal,1109012.Salame,-2.39
2020-04-01,IPCA peso mensal,1109023.Bacalhau,1.06
2020-04-01,IPCA peso mensal,1109056.Carne-seca e de sol,0.28
2020-04-01,IPCA peso mensal,1109058.Carne de porco salgada e defumada,-0.17
2020-04-01,IPCA peso mensal,1110.Aves e ovos,2.55
2020-04-01,IPCA peso mensal,1110009.Frango inteiro,1.62
2020-04-01,IPCA peso mensal,1110010.Frango em pedaços,1.51
2020-04-01,IPCA peso mensal,1110044.Ovo de galinha,6.31
2020-04-01,IPCA peso mensal,1111.Leites e derivados,3.83
2020-04-01,IPCA peso mensal,1111004.Leite longa vida,9.59
2020-04-01,IPCA peso mensal,1111008.Leite condensado,1.75
2020-04-01,IPCA peso mensal,1111009.Leite em pó,2.17
2020-04-01,IPCA peso mensal,1111011.Queijo,-1.48
2020-04-01,IPCA peso mensal,1111019.Iogurte e bebidas lácteas,1.72
2020-04-01,IPCA peso mensal,1111021.Requeijão,1.62
2020-04-01,IPCA peso mensal,1111031.Manteiga,-1.01
2020-04-01,IPCA peso mensal,1111038.Leite fermentado,5.56
2020-04-01,IPCA peso mensal,1112.Panificados,0.29
2020-04-01,IPCA peso mensal,1112003.Biscoito,1.43
2020-04-01,IPCA peso mensal,1112015.Pão francês,-0.49
2020-04-01,IPCA peso mensal,1112017.Pão doce,-0.07
2020-04-01,IPCA peso mensal,1112018.Pão de forma,0.31
2020-04-01,IPCA peso mensal,1112019.Bolo,1.92
2020-04-01,IPCA peso mensal,1112025.Pão de queijo,-1.87
2020-04-01,IPCA peso mensal,1113.Óleos e gorduras,1.11
2020-04-01,IPCA peso mensal,1113013.Óleo de soja,1.49
2020-04-01,IPCA peso mensal,1113014.Azeite de oliva,2.13
2020-04-01,IPCA peso mensal,1113040.Margarina,-0.33
2020-04-01,IPCA peso mensal,1114.Bebidas e infusões,1.52
2020-04-01,IPCA peso mensal,1114001.Suco de frutas,2.9
2020-04-01,IPCA peso mensal,1114003.Polpa de fruta (congelada),1.87
2020-04-01,IPCA peso mensal,1114004.Açaí (emulsão),4.08
2020-04-01,IPCA peso mensal,1114022.Café moído,1.3
2020-04-01,IPCA peso mensal,1114023.Café solúvel,3.24
2020-04-01,IPCA peso mensal,1114083.Refrigerante e água mineral,1.19
2020-04-01,IPCA peso mensal,1114084.Cerveja,0.65
2020-04-01,IPCA peso mensal,1114085.Outras bebidas alcoólicas,0.49
2020-04-01,IPCA peso mensal,1114087.Vinho,4.4
2020-04-01,IPCA peso mensal,1114090.Suco em pó,1.66
2020-04-01,IPCA peso mensal,1114091.Chá mate (erva mate),3.23
2020-04-01,IPCA peso mensal,1115.Enlatados e conservas,1.09
2020-04-01,IPCA peso mensal,1115013.Alimento infantil,9.02
2020-04-01,IPCA peso mensal,1115016.Palmito em conserva,-2.38
2020-04-01,IPCA peso mensal,1115017.Pepino em conserva,1.74
2020-04-01,IPCA peso mensal,1115039.Sardinha em conserva,2.25
2020-04-01,IPCA peso mensal,1115050.Salsicha em conserva,8.47
2020-04-01,IPCA peso mensal,1115056.Sopa desidratada,-1.47
2020-04-01,IPCA peso mensal,1115057.Azeitona,0.63
2020-04-01,IPCA peso mensal,1115058.Milho-verde em conserva,1.33
2020-04-01,IPCA peso mensal,1115075.Atum em conserva,1.41
2020-04-01,IPCA peso mensal,1116.Sal e condimentos,6.17
2020-04-01,IPCA peso mensal,1116001.Leite de coco,0.33
2020-04-01,IPCA peso mensal,1116005.Atomatado,2.79
2020-04-01,IPCA peso mensal,1116010.Alho,15.41
2020-04-01,IPCA peso mensal,1116013.Sal,0.48
2020-04-01,IPCA peso mensal,1116022.Colorau,1.82
2020-04-01,IPCA peso mensal,1116023.Caldo de tucupi,1.97
2020-04-01,IPCA peso mensal,1116026.Fermento,2.56
2020-04-01,IPCA peso mensal,1116033.Maionese,1.48
2020-04-01,IPCA peso mensal,1116041.Vinagre,0.71
2020-04-01,IPCA peso mensal,1116048.Caldo concentrado,-0.49
2020-04-01,IPCA peso mensal,1116071.Tempero misto,-0.52
2020-04-01,IPCA peso mensal,12.Alimentação fora do domicílio,0.76
2020-04-01,IPCA peso mensal,1201.Alimentação fora do domicílio,0.76
2020-04-01,IPCA peso mensal,1201001.Refeição,-0.13
2020-04-01,IPCA peso mensal,1201003.Lanche,3.07
2020-04-01,IPCA peso mensal,1201007.Refrigerante e água mineral,-0.02
2020-04-01,IPCA peso mensal,1201009.Cafezinho,0.34
2020-04-01,IPCA peso mensal,1201048.Cerveja,-0.34
2020-04-01,IPCA peso mensal,1201051.Outras bebidas alcoólicas,-0.2
2020-04-01,IPCA peso mensal,1201052.Vinho,0.64
2020-04-01,IPCA peso mensal,1201061.Doces,0.41
2020-04-01,IPCA peso mensal,1201088.Sorvete,0.33
2020-04-01,IPCA peso mensal,2.Habitação,-0.1
2020-04-01,IPCA peso mensal,21.Encargos e manutenção,0.15
2020-04-01,IPCA peso mensal,2101.Aluguel e taxas,0.18
2020-04-01,IPCA peso mensal,2101001.Aluguel residencial,0.05
2020-04-01,IPCA peso mensal,2101002.Condomínio,0.38
2020-04-01,IPCA peso mensal,2101004.Taxa de água e esgoto,0.21
2020-04-01,IPCA peso mensal,2101012.Mudança,3.92
2020-04-01,IPCA peso mensal,2103.Reparos,-0.04
2020-04-01,IPCA peso mensal,2103005.Ferragens,0.59
2020-04-01,IPCA peso mensal,2103008.Material de eletricidade,-1.3
2020-04-01,IPCA peso mensal,2103012.Vidro,-0.16
2020-04-01,IPCA peso mensal,2103014.Tinta,-0.03
2020-04-01,IPCA peso mensal,2103032.Revestimento de piso e parede,-0.14
2020-04-01,IPCA peso mensal,2103038.Madeira e taco,-3.02
2020-04-01,IPCA peso mensal,2103039.Cimento,0.09
2020-04-01,IPCA peso mensal,2103040.Tijolo,-0.97
2020-04-01,IPCA peso mensal,2103041.Material hidráulico,2.24
2020-04-01,IPCA peso mensal,2103042.Mão de obra,0.11
2020-04-01,IPCA peso mensal,2103048.Areia,-1.08
2020-04-01,IPCA peso mensal,2103049.Pedras,-8.33
2020-04-01,IPCA peso mensal,2103055.Telha,-1.75
2020-04-01,IPCA peso mensal,2104.Artigos de limpeza,0.1
2020-04-01,IPCA peso mensal,2104003.Saco para lixo,0.53
2020-04-01,IPCA peso mensal,2104005.Água sanitária,0.9
2020-04-01,IPCA peso mensal,2104008.Detergente,0.81
2020-04-01,IPCA peso mensal,2104009.Sabão em pó,-1.46
2020-04-01,IPCA peso mensal,2104012.Desinfetante,0.59
2020-04-01,IPCA peso mensal,2104015.Sabão em barra,-1.65
2020-04-01,IPCA peso mensal,2104016.Esponja de limpeza,-1.53
2020-04-01,IPCA peso mensal,2104019.Sabão líquido,-3.97
2020-04-01,IPCA peso mensal,2104020.Limpador multiuso,-0.76
2020-04-01,IPCA peso mensal,2104041.Papel toalha,-1.76
2020-04-01,IPCA peso mensal,2104085.Amaciante e alvejante,1.82
2020-04-01,IPCA peso mensal,22.Combustíveis e energia,-0.55
2020-04-01,IPCA peso mensal,2201.Combustíveis (domésticos),0.2
2020-04-01,IPCA peso mensal,2201003.Carvão vegetal,-1.92
2020-04-01,IPCA peso mensal,2201004.Gás de botijão,0.23
2020-04-01,IPCA peso mensal,2201005.Gás encanado,0.0
2020-04-01,IPCA peso mensal,2202.Energia elétrica residencial,-0.76
2020-04-01,IPCA peso mensal,2202003.Energia elétrica residencial,-0.76
2020-04-01,IPCA peso mensal,3.Artigos de residência,-1.37
2020-04-01,IPCA peso mensal,31.Móveis e utensílios,-1.52
2020-04-01,IPCA peso mensal,3101.Mobiliário,-2.92
2020-04-01,IPCA peso mensal,3101002.Móvel para sala,-2.82
2020-04-01,IPCA peso mensal,3101003.Móvel para quarto,-3.22
2020-04-01,IPCA peso mensal,3101015.Móvel para copa e cozinha,-2.44
2020-04-01,IPCA peso mensal,3101016.Móvel infantil,-3.34
2020-04-01,IPCA peso mensal,3101017.Colchão,-1.02
