,data,variavel,grupo,valor
64104,2020-09-01,IPCA peso mensal,1110.Aves e ovos,1.38
64105,2020-09-01,IPCA peso mensal,1110009.Frango inteiro,2.2
64106,2020-09-01,IPCA peso mensal,1110010.Frango em pedaços,1.25
64107,2020-09-01,IPCA peso mensal,1110044.Ovo de galinha,0.49
64108,2020-09-01,IPCA peso mensal,1111.Leites e derivados,4.17
64109,2020-09-01,IPCA peso mensal,1111004.Leite longa vida,6.01
64110,2020-09-01,IPCA peso mensal,1111008.Leite condensado,4.69
64111,2020-09-01,IPCA peso mensal,1111009.Leite em pó,3.09
64112,2020-09-01,IPCA peso mensal,1111011.Queijo,3.29
64113,2020-09-01,IPCA peso mensal,1111019.Iogurte e bebidas lácteas,1.26
64114,2020-09-01,IPCA peso mensal,1111021.Requeijão,1.47
64115,2020-09-01,IPCA peso mensal,1111031.Manteiga,2.28
64116,2020-09-01,IPCA peso mensal,1111038.Leite fermentado,-1.18
64117,2020-09-01,IPCA peso mensal,1112.Panificados,0.33
64118,2020-09-01,IPCA peso mensal,1112003.Biscoito,1.65
64119,2020-09-01,IPCA peso mensal,1112015.Pão francês,-0.12
64120,2020-09-01,IPCA peso mensal,1112017.Pão doce,-1.37
64121,2020-09-01,IPCA peso mensal,1112018.Pão de forma,0.42
64122,2020-09-01,IPCA peso mensal,1112019.Bolo,-1.29
64123,2020-09-01,IPCA peso mensal,1112025.Pão de queijo,4.91
64124,2020-09-01,IPCA peso mensal,1113.Óleos e gorduras,16.68
64125,2020-09-01,IPCA peso mensal,1113013.Óleo de soja,27.54
64126,2020-09-01,IPCA peso mensal,1113014.Azeite de oliva,2.61
64127,2020-09-01,IPCA peso mensal,1113040.Margarina,1.77
64128,2020-09-01,IPCA peso mensal,1114.Bebidas e infusões,0.58
64129,2020-09-01,IPCA peso mensal,1114001.Suco de frutas,0.68
64130,2020-09-01,IPCA peso mensal,1114003.Polpa de fruta (congelada),0.07
64131,2020-09-01,IPCA peso mensal,1114004.Açaí (emulsão),-1.87
64132,2020-09-01,IPCA peso mensal,1114022.Café moído,0.58
64133,2020-09-01,IPCA peso mensal,1114023.Café solúvel,1.54
64134,2020-09-01,IPCA peso mensal,1114083.Refrigerante e água mineral,1.2
64135,2020-09-01,IPCA peso mensal,1114084.Cerveja,0.4
64136,2020-09-01,IPCA peso mensal,1114085.Outras bebidas alcoólicas,0.51
64137,2020-09-01,IPCA peso mensal,1114087.Vinho,-0.99
64138,2020-09-01,IPCA peso mensal,1114090.Suco em pó,1.55
64139,2020-09-01,IPCA peso mensal,1114091.Chá mate (erva mate),-0.64
64140,2020-09-01,IPCA peso mensal,1115.Enlatados e conservas,2.01
64141,2020-09-01,IPCA peso mensal,1115013.Alimento infantil,0.07
64142,2020-09-01,IPCA peso mensal,1115016.Palmito em conserva,3.85
64143,2020-09-01,IPCA peso mensal,1115017.Pepino em conserva,0.11
64144,2020-09-01,IPCA peso mensal,1115039.Sardinha em conserva,2.92
64145,2020-09-01,IPCA peso mensal,1115050.Salsicha em conserva,4.6
64146,2020-09-01,IPCA peso mensal,1115056.Sopa desidratada,-0.37
64147,2020-09-01,IPCA peso mensal,1115057.Azeitona,1.27
64148,2020-09-01,IPCA peso mensal,1115058.Milho-verde em conserva,1.43
64149,2020-09-01,IPCA peso mensal,1115075.Atum em conserva,1.24
64150,2020-09-01,IPCA peso mensal,1116.Sal e condimentos,-0.62
64151,2020-09-01,IPCA peso mensal,1116001.Leite de coco,-1.16
64152,2020-09-01,IPCA peso mensal,1116005.Atomatado,1.75
64153,2020-09-01,IPCA peso mensal,1116010.Alho,-4.54
64154,2020-09-01,IPCA peso mensal,1116013.Sal,1.8
64155,2020-09-01,IPCA peso mensal,1116022.Colorau,1.94
64156,2020-09-01,IPCA peso mensal,1116023.Caldo de tucupi,-0.5
64157,2020-09-01,IPCA peso mensal,1116026.Fermento,1.76
64158,2020-09-01,IPCA peso mensal,1116033.Maionese,2.0
64159,2020-09-01,IPCA peso mensal,1116041.Vinagre,1.06
64160,2020-09-01,IPCA peso mensal,1116048.Caldo concentrado,-0.06
64161,2020-09-01,IPCA peso mensal,1116071.Tempero misto,0.5
64162,2020-09-01,IPCA peso mensal,12.Alimentação fora do domicílio,0.82
64163,2020-09-01,IPCA peso mensal,1201.Alimentação fora do domicílio,0.82
64164,2020-09-01,IPCA peso mensal,1201001.Refeição,0.66
64165,2020-09-01,IPCA peso mensal,1201003.Lanche,1.12
64166,2020-09-01,IPCA peso mensal,1201007.Refrigerante e água mineral,1.22
64167,2020-09-01,IPCA peso mensal,1201009.Cafezinho,-0.04
64168,2020-09-01,IPCA peso mensal,1201048.Cerveja,0.82
64169,2020-09-01,IPCA peso mensal,1201051.Outras bebidas alcoólicas,-2.33
64170,2020-09-01,IPCA peso mensal,1201052.Vinho,5.87
64171,2020-09-01,IPCA peso mensal,1201061.Doces,1.43
64172,2020-09-01,IPCA peso mensal,1201088.Sorvete,1.15
64173,2020-09-01,IPCA peso mensal,2.Habitação,0.37
64174,2020-09-01,IPCA peso mensal,21.Encargos e manutenção,0.39
64175,2020-09-01,IPCA peso mensal,2101.Aluguel e taxas,0.19
64176,2020-09-01,IPCA peso mensal,2101001.Aluguel residencial,0.11
64177,2020-09-01,IPCA peso mensal,2101002.Condomínio,0.01
64178,2020-09-01,IPCA peso mensal,2101004.Taxa de água e esgoto,0.56
64179,2020-09-01,IPCA peso mensal,2101012.Mudança,1.98
64180,2020-09-01,IPCA peso mensal,2103.Reparos,1.01
64181,2020-09-01,IPCA peso mensal,2103005.Ferragens,-0.16
64182,2020-09-01,IPCA peso mensal,2103008.Material de eletricidade,1.85
64183,2020-09-01,IPCA peso mensal,2103012.Vidro,1.54
64184,2020-09-01,IPCA peso mensal,2103014.Tinta,0.17
64185,2020-09-01,IPCA peso mensal,2103032.Revestimento de piso e parede,3.77
64186,2020-09-01,IPCA peso mensal,2103038.Madeira e taco,0.77
64187,2020-09-01,IPCA peso mensal,2103039.Cimento,2.27
64188,2020-09-01,IPCA peso mensal,2103040.Tijolo,4.67
64189,2020-09-01,IPCA peso mensal,2103041.Material hidráulico,4.19
64190,2020-09-01,IPCA peso mensal,2103042.Mão de obra,-0.06
64191,2020-09-01,IPCA peso mensal,2103048.Areia,0.27
64192,2020-09-01,IPCA peso mensal,2103049.Pedras,0.49
64193,2020-09-01,IPCA peso mensal,2103055.Telha,3.06
64194,2020-09-01,IPCA peso mensal,2104.Artigos de limpeza,1.41
64195,2020-09-01,IPCA peso mensal,2104003.Saco para lixo,-1.7
64196,2020-09-01,IPCA peso mensal,2104005.Água sanitária,1.9
64197,2020-09-01,IPCA peso mensal,2104008.Detergente,3.13
64198,2020-09-01,IPCA peso mensal,2104009.Sabão em pó,0.66
64199,2020-09-01,IPCA peso mensal,2104012.Desinfetante,0.04
64200,2020-09-01,IPCA peso mensal,2104015.Sabão em barra,1.19
64201,2020-09-01,IPCA peso mensal,2104016.Esponja de limpeza,2.29
64202,2020-09-01,IPCA peso mensal,2104019.Sabão líquido,4.19
64203,2020-09-01,IPCA peso mensal,2104020.Limpador multiuso,1.12
64204,2020-09-01,IPCA peso mensal,2104041.Papel toalha,-3.79
64205,2020-09-01,IPCA peso mensal,2104085.Amaciante e alvejante,1.42
64206,2020-09-01,IPCA peso mensal,22.Combustíveis e energia,0.35
64207,2020-09-01,IPCA peso mensal,2201.Combustíveis (domésticos),1.34
64208,2020-09-01,IPCA peso mensal,2201003.Carvão vegetal,-0.3
64209,2020-09-01,IPCA peso mensal,2201004.Gás de botijão,1.61
64210,2020-09-01,IPCA peso mensal,2201005.Gás encanado,-0.85
64211,2020-09-01,IPCA peso mensal,2202.Energia elétrica residencial,0.07
64212,2020-09-01,IPCA peso mensal,2202003.Energia elétrica residencial,0.07
64213,2020-09-01,IPCA peso mensal,3.Artigos de residência,1.0
64214,2020-09-01,IPCA peso mensal,31.Móveis e utensílios,0.88
64215,2020-09-01,IPCA peso mensal,3101.Mobiliário,1.1
64216,2020-09-01,IPCA peso mensal,3101002.Móvel para sala,1.71
64217,2020-09-01,IPCA peso mensal,3101003.Móvel para quarto,1.15
64218,2020-09-01,IPCA peso mensal,3101015.Móvel para copa e cozinha,-0.1
64219,2020-09-01,IPCA peso mensal,3101016.Móvel infantil,0.02
64220,2020-09-01,IPCA peso mensal,3101017.Colchão,2.94
64221,2020-09-01,IPCA peso mensal,3102.Utensílios e enfeites,0.46
64222,2020-09-01,IPCA peso mensal,3102001.Artigos de iluminação,0.01
64223,2020-09-01,IPCA peso mensal,3102005.Tapete,0.15
64224,2020-09-01,IPCA peso mensal,3102006.Cortina,-0.01
64225,2020-09-01,IPCA peso mensal,3102007.Utensílios de metal,1.04
64226,2020-09-01,IPCA peso mensal,3102009.Utensílios de vidro e louça,0.41
64227,2020-09-01,IPCA peso mensal,3102010.Utensílios de plástico,0.94
64228,2020-09-01,IPCA peso mensal,3102035.Flores naturais,4.33
64229,2020-09-01,IPCA peso mensal,3102337.Utensílios para bebê,-0.69
64230,2020-09-01,IPCA peso mensal,"3103.Cama, mesa e banho",0.82
64231,2020-09-01,IPCA peso mensal,3103001.Roupa de cama,0.82
64232,2020-09-01,IPCA peso mensal,3103003.Roupa de banho,0.98
64233,2020-09-01,IPCA peso mensal,32.Aparelhos eletroeletrônicos,1.21
64234,2020-09-01,IPCA peso mensal,3201.Eletrodomésticos e equipamentos,0.47
64235,2020-09-01,IPCA peso mensal,3201001.Refrigerador,0.41
64236,2020-09-01,IPCA peso mensal,3201002.Ar-condicionado,2.03
64237,2020-09-01,IPCA peso mensal,3201006.Máquina de lavar roupa,0.08
64238,2020-09-01,IPCA peso mensal,3201013.Ventilador,2.99
64239,2020-09-01,IPCA peso mensal,3201021.Fogão,0.0
64240,2020-09-01,IPCA peso mensal,3201050.Chuveiro elétrico,0.94
64241,2020-09-01,IPCA peso mensal,"3202.Tv, som e informática",1.99
64242,2020-09-01,IPCA peso mensal,3202001.Televisor,1.19
64243,2020-09-01,IPCA peso mensal,3202003.Aparelho de som,0.4
64244,2020-09-01,IPCA peso mensal,3202008.Videogame (console),3.64
64245,2020-09-01,IPCA peso mensal,3202028.Computador pessoal,3.15
64246,2020-09-01,IPCA peso mensal,33.Consertos e manutenção,0.47
64247,2020-09-01,IPCA peso mensal,3301.Consertos e manutenção,0.47
64248,2020-09-01,IPCA peso mensal,3301002.Conserto de refrigerador,-1.19
64249,2020-09-01,IPCA peso mensal,3301006.Conserto de televisor,2.72
64250,2020-09-01,IPCA peso mensal,3301015.Conserto de máquina de lavar roupa,0.35
64251,2020-09-01,IPCA peso mensal,3301022.Reforma de estofado,-0.55
64252,2020-09-01,IPCA peso mensal,3301088.Conserto de aparelho celular,-0.08
64253,2020-09-01,IPCA peso mensal,3301130.Conserto de bicicleta,1.05
64254,2020-09-01,IPCA peso mensal,4.Vestuário,0.37
64255,2020-09-01,IPCA peso mensal,41.Roupas,0.22
64256,2020-09-01,IPCA peso mensal,4101.Roupa masculina,0.58
64257,2020-09-01,IPCA peso mensal,4101002.Calça comprida masculina,0.27
64258,2020-09-01,IPCA peso mensal,4101005.Agasalho masculino,-2.92
64259,2020-09-01,IPCA peso mensal,4101006.Bermuda/short masculino,0.9
64260,2020-09-01,IPCA peso mensal,4101008.Cueca,1.99
64261,2020-09-01,IPCA peso mensal,4101009.Camisa/camiseta masculina,0.76
64262,2020-09-01,IPCA peso mensal,4102.Roupa feminina,-0.11
64263,2020-09-01,IPCA peso mensal,4102002.Calça comprida feminina,0.1
64264,2020-09-01,IPCA peso mensal,4102003.Agasalho feminino,-4.05
64265,2020-09-01,IPCA peso mensal,4102004.Saia,-0.68
64266,2020-09-01,IPCA peso mensal,4102005.Vestido,-0.33
64267,2020-09-01,IPCA peso mensal,4102008.Blusa,-0.25
64268,2020-09-01,IPCA peso mensal,4102010.Lingerie,0.7
64269,2020-09-01,IPCA peso mensal,4102013.Bermuda/short feminino,1.24
64270,2020-09-01,IPCA peso mensal,4103.Roupa infantil,0.32
64271,2020-09-01,IPCA peso mensal,4103001.Uniforme escolar,0.72
64272,2020-09-01,IPCA peso mensal,4103002.Calça comprida infantil,0.12
64273,2020-09-01,IPCA peso mensal,4103005.Agasalho infantil,-3.95
64274,2020-09-01,IPCA peso mensal,4103007.Vestido infantil,-0.67
64275,2020-09-01,IPCA peso mensal,4103008.Bermuda/short infantil,0.5
64276,2020-09-01,IPCA peso mensal,4103011.Camisa/camiseta infantil,0.77
64277,2020-09-01,IPCA peso mensal,4103031.Conjunto infantil,0.14
64278,2020-09-01,IPCA peso mensal,42.Calçados e acessórios,0.56
64279,2020-09-01,IPCA peso mensal,4201.Calçados e acessórios,0.56
64280,2020-09-01,IPCA peso mensal,4201002.Sapato masculino,0.18
64281,2020-09-01,IPCA peso mensal,4201003.Sapato feminino,-0.17
64282,2020-09-01,IPCA peso mensal,4201004.Sapato infantil,1.34
64283,2020-09-01,IPCA peso mensal,4201015.Bolsa,-0.04
64284,2020-09-01,IPCA peso mensal,4201040.Mochila,-0.51
64285,2020-09-01,IPCA peso mensal,4201063.Tênis,1.09
64286,2020-09-01,IPCA peso mensal,4201098.Sandália/chinelo,0.81
64287,2020-09-01,IPCA peso mensal,43.Joias e bijuterias,1.22
64288,2020-09-01,IPCA peso mensal,4301.Joias e bijuterias,1.22
64289,2020-09-01,IPCA peso mensal,4301001.Bijuteria,-0.71
64290,2020-09-01,IPCA peso mensal,4301002.Joia,1.94
64291,2020-09-01,IPCA peso mensal,4301004.Relógio de pulso,-0.28
64292,2020-09-01,IPCA peso mensal,44.Tecidos e armarinho,0.93
64293,2020-09-01,IPCA peso mensal,4401.Tecidos e armarinho,0.93
64294,2020-09-01,IPCA peso mensal,4401001.Tecido,0.92
64295,2020-09-01,IPCA peso mensal,4401002.Artigos de armarinho,0.93
64296,2020-09-01,IPCA peso mensal,5.Transportes,0.7
64297,2020-09-01,IPCA peso mensal,51.Transportes,0.7
64298,2020-09-01,IPCA peso mensal,5101.Transporte público,0.68
64299,2020-09-01,IPCA peso mensal,5101001.Ônibus urbano,0.0
64300,2020-09-01,IPCA peso mensal,5101002.Táxi,0.0
64301,2020-09-01,IPCA peso mensal,5101004.Trem,0.0
64302,2020-09-01,IPCA peso mensal,5101006.Ônibus intermunicipal,-0.06
64303,2020-09-01,IPCA peso mensal,5101007.Ônibus interestadual,-1.0
64304,2020-09-01,IPCA peso mensal,5101010.Passagem aérea,6.39
64305,2020-09-01,IPCA peso mensal,5101011.Metrô,0.0
64306,2020-09-01,IPCA peso mensal,5101026.Transporte escolar,0.0
64307,2020-09-01,IPCA peso mensal,5101051.Transporte por aplicativo,1.51
64308,2020-09-01,IPCA peso mensal,5101053.Integração transporte público,0.0
64309,2020-09-01,IPCA peso mensal,5102.Veículo próprio,0.08
64310,2020-09-01,IPCA peso mensal,5102001.Automóvel novo,0.01
64311,2020-09-01,IPCA peso mensal,5102004.Emplacamento e licença,0.3
64312,2020-09-01,IPCA peso mensal,5102005.Seguro voluntário de veículo,-2.73
64313,2020-09-01,IPCA peso mensal,5102006.Multa,0.0
64314,2020-09-01,IPCA peso mensal,5102007.Óleo lubrificante,0.64
64315,2020-09-01,IPCA peso mensal,5102009.Acessórios e peças,0.48
64316,2020-09-01,IPCA peso mensal,5102010.Pneu,1.23
64317,2020-09-01,IPCA peso mensal,5102011.Conserto de automóvel,0.37
64318,2020-09-01,IPCA peso mensal,5102013.Estacionamento,1.33
64319,2020-09-01,IPCA peso mensal,5102015.Pedágio,0.1
64320,2020-09-01,IPCA peso mensal,5102020.Automóvel usado,0.4
64321,2020-09-01,IPCA peso mensal,5102037.Pintura de veículo,0.3
64322,2020-09-01,IPCA peso mensal,5102051.Aluguel de veículo,5.14
64323,2020-09-01,IPCA peso mensal,5102053.Motocicleta,0.26
64324,2020-09-01,IPCA peso mensal,5104.Combustíveis (veículos),1.94
64325,2020-09-01,IPCA peso mensal,5104001.Gasolina,1.95
64326,2020-09-01,IPCA peso mensal,5104002.Etanol,2.21
64327,2020-09-01,IPCA peso mensal,5104003.Óleo diesel,2.47
64328,2020-09-01,IPCA peso mensal,5104005.Gás veicular,-3.16
64329,2020-09-01,IPCA peso mensal,6.Saúde e cuidados pessoais,-0.64
64330,2020-09-01,IPCA peso mensal,61.Produtos farmacêuticos e óticos,-0.09
64331,2020-09-01,IPCA peso mensal,6101.Produtos farmacêuticos,-0.13
64332,2020-09-01,IPCA peso mensal,6101001.Anti-infeccioso e antibiótico,-1.17
64333,2020-09-01,IPCA peso mensal,6101002.Analgésico e antitérmico,-0.1
64334,2020-09-01,IPCA peso mensal,6101003.Anti-inflamatório e antirreumático,-0.02
64335,2020-09-01,IPCA peso mensal,6101004.Antigripal e antitussígeno,0.54
64336,2020-09-01,IPCA peso mensal,6101006.Dermatológico,0.78
64337,2020-09-01,IPCA peso mensal,6101007.Antialérgico e broncodilatador,0.82
64338,2020-09-01,IPCA peso mensal,6101009.Gastroprotetor,-0.6
64339,2020-09-01,IPCA peso mensal,6101010.Vitamina e fortificante,0.4
64340,2020-09-01,IPCA peso mensal,6101011.Hormonal,-0.22
64341,2020-09-01,IPCA peso mensal,6101013.Psicotrópico e anorexígeno,-0.18
64342,2020-09-01,IPCA peso mensal,6101014.Hipotensor e hipocolesterolêmico,-0.24
64343,2020-09-01,IPCA peso mensal,6101051.Oftalmológico,-0.72
64344,2020-09-01,IPCA peso mensal,6101064.Antidiabético,-0.12
64345,2020-09-01,IPCA peso mensal,6101148.Neurológico,-0.85
64346,2020-09-01,IPCA peso mensal,6102.Produtos óticos,0.4
64347,2020-09-01,IPCA peso mensal,6102012.Óculos de grau,0.4
64348,2020-09-01,IPCA peso mensal,62.Serviços de saúde,-1.53
64349,2020-09-01,IPCA peso mensal,6201.Serviços médicos e dentários,0.38
64350,2020-09-01,IPCA peso mensal,6201002.Médico,0.15
64351,2020-09-01,IPCA peso mensal,6201003.Dentista,0.66
64352,2020-09-01,IPCA peso mensal,6201005.Aparelho ortodôntico,-0.05
64353,2020-09-01,IPCA peso mensal,6201007.Fisioterapeuta,-0.05
64354,2020-09-01,IPCA peso mensal,6201010.Psicólogo,0.11
64355,2020-09-01,IPCA peso mensal,6202.Serviços laboratoriais e hospitalares,0.06
64356,2020-09-01,IPCA peso mensal,6202003.Exame de laboratório,-0.08
64357,2020-09-01,IPCA peso mensal,6202004.Hospitalização e cirurgia,0.08
64358,2020-09-01,IPCA peso mensal,6202006.Exame de imagem,0.13
64359,2020-09-01,IPCA peso mensal,6203.Plano de saúde,-2.31
64360,2020-09-01,IPCA peso mensal,6203001.Plano de saúde,-2.31
64361,2020-09-01,IPCA peso mensal,63.Cuidados pessoais,0.2
64362,2020-09-01,IPCA peso mensal,6301.Higiene pessoal,0.2
64363,2020-09-01,IPCA peso mensal,6301001.Produto para cabelo,-0.19
64364,2020-09-01,IPCA peso mensal,6301002.Fralda descartável,1.03
64365,2020-09-01,IPCA peso mensal,6301004.Produto para barba,1.19
64366,2020-09-01,IPCA peso mensal,6301006.Produto para pele,-3.34
64367,2020-09-01,IPCA peso mensal,6301007.Produto para higiene bucal,1.99
64368,2020-09-01,IPCA peso mensal,6301010.Produto para unha,0.76
64369,2020-09-01,IPCA peso mensal,6301011.Perfume,0.4
64370,2020-09-01,IPCA peso mensal,6301014.Desodorante,-0.14
64371,2020-09-01,IPCA peso mensal,6301015.Absorvente higiênico,0.13
64372,2020-09-01,IPCA peso mensal,6301016.Sabonete,1.17
64373,2020-09-01,IPCA peso mensal,6301017.Papel higiênico,1.35
64374,2020-09-01,IPCA peso mensal,6301020.Artigos de maquiagem,1.86
64375,2020-09-01,IPCA peso mensal,7.Despesas pessoais,0.09
64376,2020-09-01,IPCA peso mensal,71.Serviços pessoais,0.01
64377,2020-09-01,IPCA peso mensal,7101.Serviços pessoais,0.01
64378,2020-09-01,IPCA peso mensal,7101001.Costureira,-0.59
64379,2020-09-01,IPCA peso mensal,7101005.Manicure,0.37
64380,2020-09-01,IPCA peso mensal,7101010.Empregado doméstico,0.06
64381,2020-09-01,IPCA peso mensal,7101011.Cabeleireiro e barbeiro,-0.37
64382,2020-09-01,IPCA peso mensal,7101014.Depilação,1.11
64383,2020-09-01,IPCA peso mensal,7101034.Cartório,0.0
64384,2020-09-01,IPCA peso mensal,7101036.Despachante,-0.75
64385,2020-09-01,IPCA peso mensal,7101076.Serviço bancário,0.07
64386,2020-09-01,IPCA peso mensal,7101090.Conselho de classe,0.13
64387,2020-09-01,IPCA peso mensal,7101144.Sobrancelha,-0.08
64388,2020-09-01,IPCA peso mensal,72.Recreação e fumo,0.24
64389,2020-09-01,IPCA peso mensal,7201.Recreação,0.19
64390,2020-09-01,IPCA peso mensal,7201006.Clube,0.15
64391,2020-09-01,IPCA peso mensal,7201010.Instrumento musical,3.16
64392,2020-09-01,IPCA peso mensal,7201015.Tratamento de animais (clínica),-0.57
64393,2020-09-01,IPCA peso mensal,7201019.Bicicleta,1.32
64394,2020-09-01,IPCA peso mensal,7201020.Alimento para animais,1.09
64395,2020-09-01,IPCA peso mensal,7201023.Brinquedo,-0.38
64396,2020-09-01,IPCA peso mensal,7201054.Casa noturna,0.0
64397,2020-09-01,IPCA peso mensal,7201063.Jogos de azar,0.0
64398,2020-09-01,IPCA peso mensal,7201067.Material de caça e pesca,0.27
64399,2020-09-01,IPCA peso mensal,7201090.Hospedagem,-0.47
64400,2020-09-01,IPCA peso mensal,7201095.Pacote turístico,1.47
64401,2020-09-01,IPCA peso mensal,7201256.Serviço de higiene para animais,-0.74
64402,2020-09-01,IPCA peso mensal,"7201266.Cinema, teatro e concertos",-0.05
64403,2020-09-01,IPCA peso mensal,7202.Fumo,0.5
64404,2020-09-01,IPCA peso mensal,7202041.Cigarro,0.5
64405,2020-09-01,IPCA peso mensal,8.Educação,-0.09
64406,2020-09-01,IPCA peso mensal,"81.Cursos, leitura e papelaria",-0.09
64407,2020-09-01,IPCA peso mensal,8101.Cursos regulares,0.0
64408,2020-09-01,IPCA peso mensal,8101001.Creche,0.0
64409,2020-09-01,IPCA peso mensal,8101002.Pré-escola,0.0
64410,2020-09-01,IPCA peso mensal,8101003.Ensino fundamental,0.0
64411,2020-09-01,IPCA peso mensal,8101004.Ensino médio,0.0
64412,2020-09-01,IPCA peso mensal,8101005.Ensino superior,0.0
64413,2020-09-01,IPCA peso mensal,8101006.Pós-graduação,0.0
64414,2020-09-01,IPCA peso mensal,8101008.Educação de jovens e adultos,0.0
64415,2020-09-01,IPCA peso mensal,8101045.Curso técnico,-0.03
64416,2020-09-01,IPCA peso mensal,8102.Leitura,0.1
64417,2020-09-01,IPCA peso mensal,8102001.Jornal diário,0.0
64418,2020-09-01,IPCA peso mensal,8102004.Revista,0.82
64419,2020-09-01,IPCA peso mensal,8102007.Livro didático,0.0
64420,2020-09-01,IPCA peso mensal,8102008.Livro não didático,0.33
64421,2020-09-01,IPCA peso mensal,8103.Papelaria,0.3
64422,2020-09-01,IPCA peso mensal,8103001.Caderno,-0.21
64423,2020-09-01,IPCA peso mensal,8103014.Artigos de papelaria,0.58
64424,2020-09-01,IPCA peso mensal,8104.Cursos diversos,-0.77
64425,2020-09-01,IPCA peso mensal,8104001.Curso preparatório,-0.62
64426,2020-09-01,IPCA peso mensal,8104003.Curso de idioma,-1.52
64427,2020-09-01,IPCA peso mensal,8104004.Curso de informática,-1.58
64428,2020-09-01,IPCA peso mensal,8104005.Autoescola,-0.31
64429,2020-09-01,IPCA peso mensal,8104006.Atividades físicas,-0.28
64430,2020-09-01,IPCA peso mensal,9.Comunicação,0.15
64431,2020-09-01,IPCA peso mensal,91.Comunicação,0.15
64432,2020-09-01,IPCA peso mensal,9101.Comunicação,0.15
64433,2020-09-01,IPCA peso mensal,9101001.Correio,0.0
64434,2020-09-01,IPCA peso mensal,9101002.Plano de telefonia fixa,0.63
64435,2020-09-01,IPCA peso mensal,9101008.Plano de telefonia móvel,0.0
64436,2020-09-01,IPCA peso mensal,9101010.Tv por assinatura,0.0
64437,2020-09-01,IPCA peso mensal,9101018.Acesso à internet,0.0
64438,2020-09-01,IPCA peso mensal,9101019.Aparelho telefônico,0.71
64439,2020-09-01,IPCA peso mensal,9101115.Serviços de streaming,0.0
64440,2020-09-01,IPCA peso mensal,"9101116.Combo de telefonia, internet e tv por assinatura",0.0
64441,2020-10-01,IPCA peso mensal,Índice geral,0.86
64442,2020-10-01,IPCA peso mensal,1.Alimentação e bebidas,1.93
64443,2020-10-01,IPCA peso mensal,11.Alimentação no domicílio,2.57
64444,2020-10-01,IPCA peso mensal,"1101.Cereais, leguminosas e oleaginosas",9.92
64445,2020-10-01,IPCA peso mensal,1101002.Arroz,13.36
64446,2020-10-01,IPCA peso mensal,1101051.Feijão - mulatinho,3.1
64447,2020-10-01,IPCA peso mensal,1101052.Feijão - preto,2.41
64448,2020-10-01,IPCA peso mensal,1101053.Feijão - macáçar (fradinho),0.76
64449,2020-10-01,IPCA peso mensal,1101073.Feijão - carioca (rajado),0.38
64450,2020-10-01,IPCA peso mensal,1101079.Milho (em grão),1.34
64451,2020-10-01,IPCA peso mensal,"1102.Farinhas, féculas e massas",-0.28
64452,2020-10-01,IPCA peso mensal,1102001.Farinha de arroz,2.4
64453,2020-10-01,IPCA peso mensal,1102006.Macarrão,0.19
64454,2020-10-01,IPCA peso mensal,1102008.Fubá de milho,0.86
64455,2020-10-01,IPCA peso mensal,1102010.Flocos de milho,-0.84
64456,2020-10-01,IPCA peso mensal,1102012.Farinha de trigo,-1.05
64457,2020-10-01,IPCA peso mensal,1102023.Farinha de mandioca,-1.33
64458,2020-10-01,IPCA peso mensal,1102029.Massa semipreparada,-0.19
64459,2020-10-01,IPCA peso mensal,1102061.Macarrão instantâneo,1.63
64460,2020-10-01,IPCA peso mensal,"1103.Tubérculos, raízes e legumes",8.18
64461,2020-10-01,IPCA peso mensal,1103002.Batata-doce,0.66
64462,2020-10-01,IPCA peso mensal,1103003.Batata-inglesa,17.01
64463,2020-10-01,IPCA peso mensal,1103004.Inhame,4.61
64464,2020-10-01,IPCA peso mensal,1103005.Mandioca (aipim),8.31
64465,2020-10-01,IPCA peso mensal,1103020.Abobrinha,8.38
64466,2020-10-01,IPCA peso mensal,1103025.Pepino,15.6
64467,2020-10-01,IPCA peso mensal,1103026.Pimentão,13.72
64468,2020-10-01,IPCA peso mensal,1103028.Tomate,18.69
64469,2020-10-01,IPCA peso mensal,1103043.Cebola,-12.57
64470,2020-10-01,IPCA peso mensal,1103044.Cenoura,-6.36
64471,2020-10-01,IPCA peso mensal,1104.Açúcares e derivados,0.68
64472,2020-10-01,IPCA peso mensal,1104003.Açúcar refinado,3.55
64473,2020-10-01,IPCA peso mensal,1104004.Açúcar cristal,1.23
64474,2020-10-01,IPCA peso mensal,1104018.Balas,0.63
64475,2020-10-01,IPCA peso mensal,1104023.Chocolate em barra e bombom,-1.67
64476,2020-10-01,IPCA peso mensal,1104032.Sorvete,2.22
64477,2020-10-01,IPCA peso mensal,1104052.Chocolate e achocolatado em pó,-0.1
64478,2020-10-01,IPCA peso mensal,1104060.Doce de frutas em pasta,2.95
64479,2020-10-01,IPCA peso mensal,1104067.Açúcar demerara,0.43
64480,2020-10-01,IPCA peso mensal,1105.Hortaliças e verduras,0.11
64481,2020-10-01,IPCA peso mensal,1105001.Alface,-0.46
64482,2020-10-01,IPCA peso mensal,1105004.Coentro,12.0
64483,2020-10-01,IPCA peso mensal,1105005.Couve,-4.7
64484,2020-10-01,IPCA peso mensal,1105006.Couve-flor,7.02
64485,2020-10-01,IPCA peso mensal,1105010.Repolho,5.63
64486,2020-10-01,IPCA peso mensal,1105012.Cheiro-verde,-3.51
64487,2020-10-01,IPCA peso mensal,1105019.Brócolis,3.59
